order_id,order_timestamp,customer_id,country,amount,currency,status
O-3538,2025-11-13T17:59:00Z,C-2538,CA,279.58,CAD,CREATED
O-3539,2025-11-13T18:06:00Z,C-2539,CA,84.95,CAD,CREATED
O-3540,2025-11-13T18:13:00Z,C-2540,IN,865.03,INR,CANCELLED
O-3541,2025-11-13T18:20:00Z,C-2541,CA,59.99,CAD,CANCELLED
O-3542,2025-11-13T18:27:00Z,C-2542,GB,62.69,GBP,CANCELLED
O-3543,2025-11-13T18:34:00Z,C-2543,IN,868.42,INR,CANCELLED
O-3544,2025-11-13T18:41:00Z,C-2544,GB,173.66,GBP,CANCELLED
O-3545,2025-11-13T18:48:00Z,C-2545,US,1045.57,USD,PAID
O-3546,2025-11-13T18:55:00Z,C-2546,CA,760.2,CAD,CREATED
O-3547,2025-11-13T19:02:00Z,C-2547,CA,274.94,CAD,CANCELLED
O-3548,2025-11-13T19:09:00Z,C-2548,CA,1455.06,CAD,PAID
O-3549,2025-11-13T19:16:00Z,C-2549,IN,964.1,INR,PAID
O-3550,2025-11-13T19:23:00Z,C-2550,GB,344.7,GBP,CANCELLED
O-3551,2025-11-13T19:30:00Z,C-2551,US,467.06,USD,CREATED
O-3552,2025-11-13T19:37:00Z,C-2552,IN,1212.77,INR,CREATED
O-3553,2025-11-13T19:44:00Z,C-2553,US,1085.03,USD,CREATED
O-3554,2025-11-13T19:51:00Z,C-2554,US,900.04,USD,CANCELLED
O-3555,2025-11-13T19:58:00Z,C-2555,US,862.65,USD,CREATED
O-3556,2025-11-13T20:05:00Z,C-2556,IN,657.85,INR,CANCELLED
O-3557,2025-11-13T20:12:00Z,C-2557,US,987.76,USD,CANCELLED
O-3558,2025-11-13T20:19:00Z,C-2558,GB,1212.07,GBP,CANCELLED
O-3559,2025-11-13T20:26:00Z,C-2559,GB,490.63,GBP,CANCELLED
O-3560,2025-11-13T20:33:00Z,C-2560,IN,399.36,INR,CREATED
O-3561,2025-11-13T20:40:00Z,C-2561,IN,1017.19,INR,CREATED
O-3562,2025-11-13T20:47:00Z,C-2562,AU,1324.92,AUD,CREATED
O-3563,2025-11-13T20:54:00Z,C-2563,GB,1298.18,GBP,CREATED
O-3564,2025-11-13T21:01:00Z,C-2564,IN,343.04,INR,CREATED
O-3565,2025-11-13T21:08:00Z,C-2565,IN,423.87,INR,CREATED
O-3566,2025-11-13T21:15:00Z,C-2566,GB,1219.13,GBP,CANCELLED
O-3567,2025-11-13T21:22:00Z,C-2567,GB,1098.12,GBP,PAID
O-3568,2025-11-13T21:29:00Z,C-2568,GB,324.95,GBP,CANCELLED
O-3569,2025-11-13T21:36:00Z,C-2569,AU,383.35,AUD,CREATED
O-3570,2025-11-13T21:43:00Z,C-2570,CA,1270.86,CAD,CANCELLED
O-3571,2025-11-13T21:50:00Z,C-2571,CA,1294.47,CAD,PAID
O-3572,2025-11-13T21:57:00Z,C-2572,AU,1273.57,AUD,CANCELLED
O-3573,2025-11-13T22:04:00Z,C-2573,CA,979.68,CAD,CANCELLED
O-3574,2025-11-13T22:11:00Z,C-2574,GB,377.11,GBP,PAID
O-3575,2025-11-13T22:18:00Z,C-2575,US,250.44,USD,PAID
O-3576,2025-11-13T22:25:00Z,C-2576,AU,1201.66,AUD,CANCELLED
O-3577,2025-11-13T22:32:00Z,C-2577,IN,743.51,INR,CANCELLED
O-3578,2025-11-13T22:39:00Z,C-2578,IN,980.98,INR,PAID
O-3579,2025-11-13T22:46:00Z,C-2579,AU,264.26,AUD,PAID
O-3580,2025-11-13T22:53:00Z,C-2580,US,409.84,USD,CANCELLED
O-3581,2025-11-13T23:00:00Z,C-2581,GB,288.7,GBP,PAID
O-3582,2025-11-13T23:07:00Z,C-2582,IN,1179.88,INR,PAID
O-3583,2025-11-13T23:14:00Z,C-2583,US,491.44,USD,CANCELLED
O-3584,2025-11-13T23:21:00Z,C-2584,US,1353.85,USD,CANCELLED
O-3585,2025-11-13T23:28:00Z,C-2585,CA,1017.36,CAD,PAID
O-3586,2025-11-13T23:35:00Z,C-2586,IN,1416.45,INR,CREATED
O-3587,2025-11-13T23:42:00Z,C-2587,AU,376.98,AUD,CREATED
O-3588,2025-11-13T23:49:00Z,C-2588,GB,1401.42,GBP,CREATED
O-3589,2025-11-13T23:56:00Z,C-2589,GB,1426.02,GBP,CREATED
O-3590,2025-11-14T00:03:00Z,C-2590,CA,759.78,CAD,PAID
O-3591,2025-11-14T00:10:00Z,C-2591,AU,911.74,AUD,CANCELLED
O-3592,2025-11-14T00:17:00Z,C-2592,CA,1253.53,CAD,CREATED
O-3593,2025-11-14T00:24:00Z,C-2593,IN,1214.59,INR,CREATED
O-3594,2025-11-14T00:31:00Z,C-2594,AU,1405.19,AUD,PAID
O-3595,2025-11-14T00:38:00Z,C-2595,AU,187.02,AUD,PAID
O-3596,2025-11-14T00:45:00Z,C-2596,CA,676.03,CAD,CANCELLED
O-3597,2025-11-14T00:52:00Z,C-2597,GB,112.21,GBP,CREATED
O-3598,2025-11-14T00:59:00Z,C-2598,CA,1058.44,CAD,PAID
O-3599,2025-11-14T01:06:00Z,C-2599,CA,832.25,CAD,CANCELLED
O-3600,2025-11-14T01:13:00Z,C-2600,AU,1446.07,AUD,PAID
O-3601,2025-11-14T01:20:00Z,C-2601,CA,728.58,CAD,CANCELLED
O-3602,2025-11-14T01:27:00Z,C-2602,CA,60.98,CAD,CREATED
O-3603,2025-11-14T01:34:00Z,C-2603,US,1266.97,USD,CREATED
O-3604,2025-11-14T01:41:00Z,C-2604,US,1045.3,USD,CREATED
O-3605,2025-11-14T01:48:00Z,C-2605,AU,401.88,AUD,CANCELLED
O-3606,2025-11-14T01:55:00Z,C-2606,CA,969.26,CAD,CREATED
O-3607,2025-11-14T02:02:00Z,C-2607,CA,1357.64,CAD,CREATED
O-3608,2025-11-14T02:09:00Z,C-2608,US,816.32,USD,PAID
O-3609,2025-11-14T02:16:00Z,C-2609,IN,601.05,INR,CANCELLED
O-3610,2025-11-14T02:23:00Z,C-2610,CA,472.31,CAD,PAID
O-3611,2025-11-14T02:30:00Z,C-2611,CA,339.27,CAD,PAID
O-3612,2025-11-14T02:37:00Z,C-2612,IN,958.09,INR,CREATED
O-3613,2025-11-14T02:44:00Z,C-2613,IN,1190.3,INR,CANCELLED
O-3614,2025-11-14T02:51:00Z,C-2614,US,1240.1,USD,CANCELLED
O-3615,2025-11-14T02:58:00Z,C-2615,IN,1113.3,INR,CANCELLED
O-3616,2025-11-14T03:05:00Z,C-2616,IN,1318.84,INR,PAID
O-3617,2025-11-14T03:12:00Z,C-2617,AU,1056.77,AUD,CREATED
O-3618,2025-11-14T03:19:00Z,C-2618,US,547.23,USD,CREATED
O-3619,2025-11-14T03:26:00Z,C-2619,GB,1114.54,GBP,CANCELLED
O-3620,2025-11-14T03:33:00Z,C-2620,US,1150.1,USD,CREATED
O-3621,2025-11-14T03:40:00Z,C-2621,AU,956.33,AUD,CREATED
O-3622,2025-11-14T03:47:00Z,C-2622,AU,34.52,AUD,PAID
O-3623,2025-11-14T03:54:00Z,C-2623,CA,491.17,CAD,PAID
O-3624,2025-11-14T04:01:00Z,C-2624,US,262.0,USD,CREATED
O-3625,2025-11-14T04:08:00Z,C-2625,AU,1275.03,AUD,CREATED
O-3626,2025-11-14T04:15:00Z,C-2626,IN,1195.18,INR,CANCELLED
O-3627,2025-11-14T04:22:00Z,C-2627,IN,733.2,INR,CREATED
O-3628,2025-11-14T04:29:00Z,C-2628,AU,413.2,AUD,CREATED
O-3629,2025-11-14T04:36:00Z,C-2629,GB,1245.35,GBP,CANCELLED
O-3630,2025-11-14T04:43:00Z,C-2630,AU,154.07,AUD,CANCELLED
O-3631,2025-11-14T04:50:00Z,C-2631,AU,608.44,AUD,CANCELLED
O-3632,2025-11-14T04:57:00Z,C-2632,GB,360.0,GBP,PAID
O-3633,2025-11-14T05:04:00Z,C-2633,GB,981.25,GBP,CREATED
O-3634,2025-11-14T05:11:00Z,C-2634,AU,1363.06,AUD,CANCELLED
O-3635,2025-11-14T05:18:00Z,C-2635,AU,414.82,AUD,PAID
O-3636,2025-11-14T05:25:00Z,C-2636,US,619.52,USD,CANCELLED
O-3637,2025-11-14T05:32:00Z,C-2637,GB,412.43,GBP,PAID
O-3638,2025-11-14T05:39:00Z,C-2638,CA,280.08,CAD,CREATED
O-3639,2025-11-14T05:46:00Z,C-2639,US,50.75,USD,CREATED
O-3640,2025-11-14T05:53:00Z,C-2640,IN,1166.84,INR,CANCELLED
O-3641,2025-11-14T06:00:00Z,C-2641,IN,204.21,INR,CREATED
O-3642,2025-11-14T06:07:00Z,C-2642,AU,310.1,AUD,CANCELLED
O-3643,2025-11-14T06:14:00Z,C-2643,CA,1127.27,CAD,CANCELLED
O-3644,2025-11-14T06:21:00Z,C-2644,AU,664.02,AUD,PAID
O-3645,2025-11-14T06:28:00Z,C-2645,GB,346.88,GBP,CANCELLED
O-3646,2025-11-14T06:35:00Z,C-2646,AU,644.95,AUD,CANCELLED
O-3647,2025-11-14T06:42:00Z,C-2647,AU,72.3,AUD,CANCELLED
O-3648,2025-11-14T06:49:00Z,C-2648,AU,937.99,AUD,PAID
O-3649,2025-11-14T06:56:00Z,C-2649,CA,886.87,CAD,CREATED
O-3650,2025-11-14T07:03:00Z,C-2650,IN,156.04,INR,CANCELLED
O-3651,2025-11-14T07:10:00Z,C-2651,AU,1311.02,AUD,CREATED
O-3652,2025-11-14T07:17:00Z,C-2652,IN,1039.67,INR,CREATED
O-3653,2025-11-14T07:24:00Z,C-2653,IN,1071.43,INR,CREATED
O-3654,2025-11-14T07:31:00Z,C-2654,GB,406.65,GBP,PAID
O-3655,2025-11-14T07:38:00Z,C-2655,GB,116.37,GBP,CANCELLED
O-3656,2025-11-14T07:45:00Z,C-2656,AU,722.27,AUD,CANCELLED
O-3657,2025-11-14T07:52:00Z,C-2657,GB,1410.8,GBP,CREATED
O-3658,2025-11-14T07:59:00Z,C-2658,US,37.88,USD,CREATED
O-3659,2025-11-14T08:06:00Z,C-2659,GB,589.98,GBP,CANCELLED
O-3660,2025-11-14T08:13:00Z,C-2660,CA,224.39,CAD,CREATED
O-3661,2025-11-14T08:20:00Z,C-2661,US,883.32,USD,CANCELLED
O-3662,2025-11-14T08:27:00Z,C-2662,AU,770.51,AUD,CANCELLED
O-3663,2025-11-14T08:34:00Z,C-2663,IN,223.92,INR,CANCELLED
O-3664,2025-11-14T08:41:00Z,C-2664,GB,666.41,GBP,CANCELLED
O-3665,2025-11-14T08:48:00Z,C-2665,US,490.51,USD,PAID
O-3666,2025-11-14T08:55:00Z,C-2666,IN,1311.37,INR,CANCELLED
O-3667,2025-11-14T09:02:00Z,C-2667,CA,1391.57,CAD,CANCELLED
O-3668,2025-11-14T09:09:00Z,C-2668,CA,931.01,CAD,CANCELLED
O-3669,2025-11-14T09:16:00Z,C-2669,GB,490.13,GBP,PAID
O-3670,2025-11-14T09:23:00Z,C-2670,CA,1113.2,CAD,CANCELLED
O-3671,2025-11-14T09:30:00Z,C-2671,AU,846.84,AUD,CREATED
O-3672,2025-11-14T09:37:00Z,C-2672,IN,108.24,INR,PAID
O-3673,2025-11-14T09:44:00Z,C-2673,US,367.9,USD,PAID
O-3674,2025-11-14T09:51:00Z,C-2674,IN,412.53,INR,CREATED
O-3675,2025-11-14T09:58:00Z,C-2675,IN,671.55,INR,CANCELLED
O-3676,2025-11-14T10:05:00Z,C-2676,US,679.03,USD,CREATED
O-3677,2025-11-14T10:12:00Z,C-2677,GB,743.24,GBP,CANCELLED
O-3678,2025-11-14T10:19:00Z,C-2678,US,1273.38,USD,PAID
O-3679,2025-11-14T10:26:00Z,C-2679,US,543.92,USD,PAID
O-3680,2025-11-14T10:33:00Z,C-2680,CA,295.56,CAD,PAID
O-3681,2025-11-14T10:40:00Z,C-2681,GB,1239.18,GBP,CREATED
O-3682,2025-11-14T10:47:00Z,C-2682,GB,342.22,GBP,PAID
O-3683,2025-11-14T10:54:00Z,C-2683,GB,1157.27,GBP,PAID
O-3684,2025-11-14T11:01:00Z,C-2684,IN,1383.01,INR,PAID
O-3685,2025-11-14T11:08:00Z,C-2685,IN,1025.06,INR,CANCELLED
O-3686,2025-11-14T11:15:00Z,C-2686,US,447.89,USD,CREATED
O-3687,2025-11-14T11:22:00Z,C-2687,US,609.43,USD,CREATED
O-3688,2025-11-14T11:29:00Z,C-2688,US,1260.36,USD,PAID
O-3689,2025-11-14T11:36:00Z,C-2689,US,149.16,USD,CREATED
O-3690,2025-11-14T11:43:00Z,C-2690,IN,697.46,INR,CANCELLED
O-3691,2025-11-14T11:50:00Z,C-2691,GB,997.27,GBP,CANCELLED
O-3692,2025-11-14T11:57:00Z,C-2692,US,994.57,USD,CANCELLED
O-3693,2025-11-14T12:04:00Z,C-2693,CA,1422.71,CAD,CREATED
O-3694,2025-11-14T12:11:00Z,C-2694,GB,220.1,GBP,PAID
O-3695,2025-11-14T12:18:00Z,C-2695,CA,505.06,CAD,PAID
O-3696,2025-11-14T12:25:00Z,C-2696,US,834.32,USD,CREATED
O-3697,2025-11-14T12:32:00Z,C-2697,IN,166.05,INR,CANCELLED
O-3698,2025-11-14T12:39:00Z,C-2698,AU,382.92,AUD,CANCELLED
O-3699,2025-11-14T12:46:00Z,C-2699,US,60.15,USD,PAID
O-3700,2025-11-14T12:53:00Z,C-2700,AU,601.1,AUD,CANCELLED
O-3701,2025-11-14T13:00:00Z,C-2701,CA,981.34,CAD,CREATED
O-3702,2025-11-14T13:07:00Z,C-2702,AU,207.28,AUD,CANCELLED
O-3703,2025-11-14T13:14:00Z,C-2703,IN,1111.76,INR,CANCELLED
O-3704,2025-11-14T13:21:00Z,C-2704,GB,222.99,GBP,CREATED
O-3705,2025-11-14T13:28:00Z,C-2705,US,1253.12,USD,CREATED
O-3706,2025-11-14T13:35:00Z,C-2706,AU,749.75,AUD,CANCELLED
O-3707,2025-11-14T13:42:00Z,C-2707,IN,424.66,INR,CREATED
O-3708,2025-11-14T13:49:00Z,C-2708,IN,162.63,INR,CANCELLED
O-3709,2025-11-14T13:56:00Z,C-2709,CA,932.39,CAD,CANCELLED
O-3710,2025-11-14T14:03:00Z,C-2710,IN,166.63,INR,CREATED
O-3711,2025-11-14T14:10:00Z,C-2711,CA,1460.71,CAD,CREATED
O-3712,2025-11-14T14:17:00Z,C-2712,AU,981.99,AUD,CREATED
O-3713,2025-11-14T14:24:00Z,C-2713,AU,1398.08,AUD,CREATED
O-3714,2025-11-14T14:31:00Z,C-2714,GB,153.44,GBP,CANCELLED
O-3715,2025-11-14T14:38:00Z,C-2715,IN,146.4,INR,CANCELLED
O-3716,2025-11-14T14:45:00Z,C-2716,CA,248.45,CAD,PAID
O-3717,2025-11-14T14:52:00Z,C-2717,CA,1267.06,CAD,CREATED
O-3718,2025-11-14T14:59:00Z,C-2718,IN,464.36,INR,PAID
O-3719,2025-11-14T15:06:00Z,C-2719,GB,142.5,GBP,PAID
O-3720,2025-11-14T15:13:00Z,C-2720,GB,188.22,GBP,CANCELLED
O-3721,2025-11-14T15:20:00Z,C-2721,IN,168.89,INR,CREATED
O-3722,2025-11-14T15:27:00Z,C-2722,GB,1224.85,GBP,CANCELLED
O-3723,2025-11-14T15:34:00Z,C-2723,CA,890.78,CAD,CREATED
O-3724,2025-11-14T15:41:00Z,C-2724,US,197.49,USD,CREATED
O-3725,2025-11-14T15:48:00Z,C-2725,IN,293.94,INR,PAID
O-3726,2025-11-14T15:55:00Z,C-2726,IN,96.53,INR,CANCELLED
O-3727,2025-11-14T16:02:00Z,C-2727,CA,491.5,CAD,CREATED
O-3728,2025-11-14T16:09:00Z,C-2728,IN,1143.31,INR,CANCELLED
O-3729,2025-11-14T16:16:00Z,C-2729,GB,1217.52,GBP,CANCELLED
O-3730,2025-11-14T16:23:00Z,C-2730,AU,340.27,AUD,PAID
O-3731,2025-11-14T16:30:00Z,C-2731,GB,411.2,GBP,CREATED
O-3732,2025-11-14T16:37:00Z,C-2732,US,667.68,USD,PAID
O-3733,2025-11-14T16:44:00Z,C-2733,US,610.55,USD,PAID
O-3734,2025-11-14T16:51:00Z,C-2734,AU,994.03,AUD,CANCELLED
O-3735,2025-11-14T16:58:00Z,C-2735,IN,1307.11,INR,CREATED
O-3736,2025-11-14T17:05:00Z,C-2736,GB,1097.09,GBP,CANCELLED
O-3737,2025-11-14T17:12:00Z,C-2737,GB,1225.3,GBP,CREATED
O-3738,2025-11-14T17:19:00Z,C-2738,CA,1045.27,CAD,CREATED
O-3739,2025-11-14T17:26:00Z,C-2739,IN,1212.82,INR,PAID
O-3740,2025-11-14T17:33:00Z,C-2740,AU,228.62,AUD,PAID
O-3741,2025-11-14T17:40:00Z,C-2741,US,1229.47,USD,CREATED
O-3742,2025-11-14T17:47:00Z,C-2742,AU,1292.75,AUD,PAID
O-3743,2025-11-14T17:54:00Z,C-2743,IN,983.48,INR,CREATED
O-3744,2025-11-14T18:01:00Z,C-2744,AU,670.61,AUD,CREATED
O-3745,2025-11-14T18:08:00Z,C-2745,GB,310.64,GBP,CANCELLED
O-3746,2025-11-14T18:15:00Z,C-2746,IN,247.8,INR,CANCELLED
O-3747,2025-11-14T18:22:00Z,C-2747,US,201.19,USD,PAID
O-3748,2025-11-14T18:29:00Z,C-2748,IN,1446.88,INR,CANCELLED
O-3749,2025-11-14T18:36:00Z,C-2749,US,1293.9,USD,CREATED
O-3750,2025-11-14T18:43:00Z,C-2750,AU,325.97,AUD,CREATED
O-3751,2025-11-14T18:50:00Z,C-2751,IN,104.86,INR,PAID
O-3752,2025-11-14T18:57:00Z,C-2752,US,956.7,USD,CREATED
O-3753,2025-11-14T19:04:00Z,C-2753,IN,1469.85,INR,CANCELLED
O-3754,2025-11-14T19:11:00Z,C-2754,GB,905.88,GBP,CREATED
O-3755,2025-11-14T19:18:00Z,C-2755,CA,84.42,CAD,CANCELLED
O-3756,2025-11-14T19:25:00Z,C-2756,IN,784.63,INR,CREATED
O-3757,2025-11-14T19:32:00Z,C-2757,GB,1404.86,GBP,CANCELLED
O-3758,2025-11-14T19:39:00Z,C-2758,AU,1080.01,AUD,CREATED
O-3759,2025-11-14T19:46:00Z,C-2759,US,650.35,USD,CANCELLED
O-3760,2025-11-14T19:53:00Z,C-2760,GB,123.36,GBP,CREATED
O-3761,2025-11-14T20:00:00Z,C-2761,IN,1337.04,INR,PAID
O-3762,2025-11-14T20:07:00Z,C-2762,IN,945.36,INR,CREATED
O-3763,2025-11-14T20:14:00Z,C-2763,CA,689.04,CAD,CANCELLED
O-3764,2025-11-14T20:21:00Z,C-2764,US,267.16,USD,CREATED
O-3765,2025-11-14T20:28:00Z,C-2765,AU,719.78,AUD,CANCELLED
O-3766,2025-11-14T20:35:00Z,C-2766,AU,776.22,AUD,CREATED
O-3767,2025-11-14T20:42:00Z,C-2767,CA,1384.95,CAD,CREATED
O-3768,2025-11-14T20:49:00Z,C-2768,IN,222.8,INR,CANCELLED
O-3769,2025-11-14T20:56:00Z,C-2769,IN,1440.91,INR,CREATED
O-3770,2025-11-14T21:03:00Z,C-2770,CA,1200.08,CAD,PAID
O-3771,2025-11-14T21:10:00Z,C-2771,GB,334.6,GBP,CREATED
O-3772,2025-11-14T21:17:00Z,C-2772,US,1010.57,USD,PAID
O-3773,2025-11-14T21:24:00Z,C-2773,AU,323.24,AUD,CREATED
O-3774,2025-11-14T21:31:00Z,C-2774,IN,178.33,INR,CANCELLED
O-3775,2025-11-14T21:38:00Z,C-2775,IN,476.37,INR,PAID
O-3776,2025-11-14T21:45:00Z,C-2776,GB,99.16,GBP,PAID
O-3777,2025-11-14T21:52:00Z,C-2777,CA,1324.93,CAD,CANCELLED
O-3778,2025-11-14T21:59:00Z,C-2778,AU,286.83,AUD,CREATED
O-3779,2025-11-14T22:06:00Z,C-2779,US,1216.02,USD,CANCELLED
O-3780,2025-11-14T22:13:00Z,C-2780,IN,197.53,INR,PAID
O-3781,2025-11-14T22:20:00Z,C-2781,US,856.11,USD,CANCELLED
O-3782,2025-11-14T22:27:00Z,C-2782,CA,1490.68,CAD,CANCELLED
O-3783,2025-11-14T22:34:00Z,C-2783,US,1162.04,USD,CREATED
O-3784,2025-11-14T22:41:00Z,C-2784,CA,1347.59,CAD,CREATED
O-3785,2025-11-14T22:48:00Z,C-2785,GB,918.31,GBP,PAID
O-3786,2025-11-14T22:55:00Z,C-2786,US,1392.15,USD,CANCELLED
O-3787,2025-11-14T23:02:00Z,C-2787,IN,1445.09,INR,PAID
O-3788,2025-11-14T23:09:00Z,C-2788,US,1179.03,USD,CREATED
O-3789,2025-11-14T23:16:00Z,C-2789,US,1240.71,USD,PAID
O-3790,2025-11-14T23:23:00Z,C-2790,GB,184.95,GBP,CREATED
O-3791,2025-11-14T23:30:00Z,C-2791,US,1310.18,USD,CANCELLED
O-3792,2025-11-14T23:37:00Z,C-2792,AU,1100.67,AUD,CREATED
O-3793,2025-11-14T23:44:00Z,C-2793,IN,1150.09,INR,CANCELLED
O-3794,2025-11-14T23:51:00Z,C-2794,US,256.81,USD,CANCELLED
O-3795,2025-11-14T23:58:00Z,C-2795,CA,1234.17,CAD,PAID
O-3796,2025-11-15T00:05:00Z,C-2796,AU,675.49,AUD,CANCELLED
O-3797,2025-11-15T00:12:00Z,C-2797,US,390.61,USD,CANCELLED
O-3798,2025-11-15T00:19:00Z,C-2798,CA,451.53,CAD,PAID
O-3799,2025-11-15T00:26:00Z,C-2799,US,421.04,USD,CREATED
O-3800,2025-11-15T00:33:00Z,C-2800,IN,560.15,INR,CREATED
O-3801,2025-11-15T00:40:00Z,C-2801,AU,252.87,AUD,CREATED
O-3802,2025-11-15T00:47:00Z,C-2802,IN,1187.21,INR,PAID
O-3803,2025-11-15T00:54:00Z,C-2803,IN,637.71,INR,CANCELLED
O-3804,2025-11-15T01:01:00Z,C-2804,IN,1429.21,INR,CREATED
O-3805,2025-11-15T01:08:00Z,C-2805,CA,1417.3,CAD,CANCELLED
O-3806,2025-11-15T01:15:00Z,C-2806,AU,1162.12,AUD,CREATED
O-3807,2025-11-15T01:22:00Z,C-2807,GB,1417.15,GBP,PAID
O-3808,2025-11-15T01:29:00Z,C-2808,CA,492.76,CAD,PAID
O-3809,2025-11-15T01:36:00Z,C-2809,IN,120.36,INR,PAID
O-3810,2025-11-15T01:43:00Z,C-2810,AU,1356.69,AUD,PAID
O-3811,2025-11-15T01:50:00Z,C-2811,GB,1459.81,GBP,CANCELLED
O-3812,2025-11-15T01:57:00Z,C-2812,IN,1332.1,INR,CREATED
O-3813,2025-11-15T02:04:00Z,C-2813,GB,1314.11,GBP,CREATED
O-3814,2025-11-15T02:11:00Z,C-2814,CA,1366.57,CAD,PAID
O-3815,2025-11-15T02:18:00Z,C-2815,CA,1353.31,CAD,CREATED
O-3816,2025-11-15T02:25:00Z,C-2816,AU,1059.43,AUD,CANCELLED
O-3817,2025-11-15T02:32:00Z,C-2817,AU,1334.74,AUD,CREATED
O-3818,2025-11-15T02:39:00Z,C-2818,GB,988.49,GBP,CREATED
O-3819,2025-11-15T02:46:00Z,C-2819,CA,1334.88,CAD,CREATED
O-3820,2025-11-15T02:53:00Z,C-2820,IN,1169.84,INR,CANCELLED
O-3821,2025-11-15T03:00:00Z,C-2821,US,84.35,USD,CANCELLED
O-3822,2025-11-15T03:07:00Z,C-2822,IN,1095.9,INR,CREATED
O-3823,2025-11-15T03:14:00Z,C-2823,AU,795.09,AUD,CREATED
O-3824,2025-11-15T03:21:00Z,C-2824,CA,344.19,CAD,CREATED
O-3825,2025-11-15T03:28:00Z,C-2825,GB,489.01,GBP,CANCELLED
O-3826,2025-11-15T03:35:00Z,C-2826,AU,64.43,AUD,CREATED
O-3827,2025-11-15T03:42:00Z,C-2827,GB,410.27,GBP,CANCELLED
O-3828,2025-11-15T03:49:00Z,C-2828,IN,1480.82,INR,PAID
O-3829,2025-11-15T03:56:00Z,C-2829,US,1267.13,USD,CANCELLED
O-3830,2025-11-15T04:03:00Z,C-2830,GB,551.08,GBP,PAID
O-3831,2025-11-15T04:10:00Z,C-2831,US,689.64,USD,CREATED
O-3832,2025-11-15T04:17:00Z,C-2832,US,696.13,USD,PAID
O-3833,2025-11-15T04:24:00Z,C-2833,GB,861.43,GBP,CREATED
O-3834,2025-11-15T04:31:00Z,C-2834,GB,1271.41,GBP,PAID
O-3835,2025-11-15T04:38:00Z,C-2835,CA,469.83,CAD,CREATED
O-3836,2025-11-15T04:45:00Z,C-2836,GB,1018.48,GBP,CREATED
O-3837,2025-11-15T04:52:00Z,C-2837,IN,793.91,INR,PAID
O-3838,2025-11-15T04:59:00Z,C-2838,US,511.94,USD,CREATED
O-3839,2025-11-15T05:06:00Z,C-2839,AU,1239.58,AUD,CANCELLED
O-3840,2025-11-15T05:13:00Z,C-2840,IN,174.04,INR,CREATED
O-3841,2025-11-15T05:20:00Z,C-2841,IN,1247.8,INR,PAID
O-3842,2025-11-15T05:27:00Z,C-2842,US,121.42,USD,PAID
O-3843,2025-11-15T05:34:00Z,C-2843,IN,345.73,INR,PAID
O-3844,2025-11-15T05:41:00Z,C-2844,CA,1024.93,CAD,CANCELLED
O-3845,2025-11-15T05:48:00Z,C-2845,GB,851.68,GBP,CANCELLED
O-3846,2025-11-15T05:55:00Z,C-2846,CA,888.93,CAD,CREATED
O-3847,2025-11-15T06:02:00Z,C-2847,IN,1494.87,INR,CREATED
O-3848,2025-11-15T06:09:00Z,C-2848,IN,1105.62,INR,CANCELLED
O-3849,2025-11-15T06:16:00Z,C-2849,AU,242.19,AUD,PAID
O-3850,2025-11-15T06:23:00Z,C-2850,IN,1075.39,INR,PAID
O-3851,2025-11-15T06:30:00Z,C-2851,GB,1299.01,GBP,PAID
O-3852,2025-11-15T06:37:00Z,C-2852,AU,699.49,AUD,PAID
O-3853,2025-11-15T06:44:00Z,C-2853,AU,1417.78,AUD,CANCELLED
O-3854,2025-11-15T06:51:00Z,C-2854,US,914.35,USD,CANCELLED
O-3855,2025-11-15T06:58:00Z,C-2855,US,207.67,USD,CREATED
O-3856,2025-11-15T07:05:00Z,C-2856,CA,89.21,CAD,PAID
O-3857,2025-11-15T07:12:00Z,C-2857,US,576.06,USD,CANCELLED
O-3858,2025-11-15T07:19:00Z,C-2858,CA,462.15,CAD,PAID
O-3859,2025-11-15T07:26:00Z,C-2859,AU,238.95,AUD,CREATED
O-3860,2025-11-15T07:33:00Z,C-2860,IN,101.52,INR,CANCELLED
O-3861,2025-11-15T07:40:00Z,C-2861,CA,346.9,CAD,CREATED
O-3862,2025-11-15T07:47:00Z,C-2862,IN,33.07,INR,CREATED
O-3863,2025-11-15T07:54:00Z,C-2863,CA,129.32,CAD,PAID
O-3864,2025-11-15T08:01:00Z,C-2864,IN,737.33,INR,CANCELLED
O-3865,2025-11-15T08:08:00Z,C-2865,GB,694.99,GBP,CANCELLED
O-3866,2025-11-15T08:15:00Z,C-2866,IN,728.58,INR,CREATED
O-3867,2025-11-15T08:22:00Z,C-2867,GB,225.23,GBP,PAID
O-3868,2025-11-15T08:29:00Z,C-2868,GB,965.6,GBP,CANCELLED
O-3869,2025-11-15T08:36:00Z,C-2869,IN,249.0,INR,CREATED
O-3870,2025-11-15T08:43:00Z,C-2870,CA,161.29,CAD,CREATED
O-3871,2025-11-15T08:50:00Z,C-2871,GB,632.15,GBP,PAID
O-3872,2025-11-15T08:57:00Z,C-2872,IN,528.33,INR,PAID
O-3873,2025-11-15T09:04:00Z,C-2873,IN,1111.79,INR,CREATED
O-3874,2025-11-15T09:11:00Z,C-2874,US,1302.95,USD,CREATED
O-3875,2025-11-15T09:18:00Z,C-2875,US,870.83,USD,CREATED
O-3876,2025-11-15T09:25:00Z,C-2876,CA,854.74,CAD,PAID
